domain,sheet_type,head,relation,tail,vote,
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_feel_at_home,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,big_smile,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,friendly_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,attentive_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,superb_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,reachable_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,informative,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,reassuring_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,5_star_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,lend_adaptor,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,professional_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_arrange_car_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_arrange_taxi_from_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,delightful_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,eager_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_stay_enjoyable,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_print_off_flight_documentation,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_book_taxi,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_allow_to_keep_room_longer_because_flight_cancelled,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_responsive_to_pre-arrival_question,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,happy_to_help_with_Covid_restriction,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,felt_like_home_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_feel_like_home,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,happy_to_help_any_situation,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,happy_to_help_any_question,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_recommend_place_to_visit,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,easy_to_deal_with,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,gone_above_and_beyond_to_help_us,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_arrange_taxi_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,alway_smile,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,glad_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,fantastic_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,quick_response_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,flexible_to_our_schedule,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_wait_for_arrival_after_open_hour,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_room_ready_early,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,great_energy_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_sure_we_had_great_stay,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,customer-centric_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_free_room_upgrade,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_sure_we_had_everything,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_any_possible_way,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_take_to_room,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_prime_parking,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,pleasing_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,good_communication,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_keen_to_please,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,brilliant_communication_prior_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_nothing_too_much_for_them,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,willing_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,make_stay_enjoyable,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_ensure_our_stay_plesant,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,great_hospitality_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,best_staff_ever,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,pleased_by_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_with_taxi,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,satisfied_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_facilitate_shuttle_service_from_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,responsive_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,great_management,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_borrow_converter,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_borrow_luggage_scale,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,effective_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,good_customer_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_take_are_of_girl,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,kind-hearted_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_recommend_place,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_recommend_route,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,superb_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,good_team,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,good_hospitality_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,willing_people,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,ready_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_invite_to_sit,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_invite_to_drink,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,grateful_for_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_hotel_great,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,warm_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,willing_to_do_more,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_guest_better_stay,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_offer_adapter,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_keep_hotel_spotless,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_make_guest_comfortable,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_amazing,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_work_hard_to_keep_hotel_in_good_condition,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,happy_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,greet_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,knowledgeable_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_speak_French,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,competent_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,happy_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_ready_to_answer_question,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_good_advice,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,listening_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,sweet_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,pleasant_contact_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_arrange_ride_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,availability_of_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_alway_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_family_atmosphere,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_any_question,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_any_problem,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,patient_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_family_room_as_requested,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_recommend_place_in_city,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_order_taxi,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_with_car_rental,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_celebrate_our_daughter_birthday,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,10/10_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,courteous_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,welcoming_service_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,highest_level_service,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_ready_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_kept_suitcase_whole_day,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_free_room_upgrade_to_superior_room,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_with_everything,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_alway_available_to_satisfy_you,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_speak_4_language,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_speak_Greek,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_speak_English,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_speak_Arabic,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_beautiful_hospitality,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,kind_hospitality_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,charming_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_answer_with_smile,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_agree_to_every_request,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_arrival_explanation,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_with_all_question,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_with_everything_needed,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,upgrade_room_free,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,personal_attention_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_left_clear_information_for_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_left_precise_information_for_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_send_phot_for_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,sympathy_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_speak_French,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_settle_early,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_think_all_detail,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_take_care_late_check-in,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_take_care_for_adapter,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_find_rental_car,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,accompanying_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,advising_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_communicate_before_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_try_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_answer_everything,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_take_care_well-being_of_guest,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,incredible_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,soulful_atmosphere_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,greeting_with_smile,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,respond_to_help,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_call_us_taxi,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_no_charge_lost_room_ticket,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_pleasant_feeling,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_confirm_arrival_time,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,pleasant_welcome,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_order_taxi_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_wait_for_check-in_at_3am,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,service_of_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,accommodated_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_early_check-in,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_early_check-out,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_arrange_transfer_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_give_instruction_to_get_to_hotel,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_pick_up_at_bus_stop,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_allow_leave_thing_after_check-out,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_clean_everyday,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_solve_problem_instantly,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_wait_until_2am,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_organize_fast_transfer,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_solve_wish_immediately,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_solve_problem_immediately,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_welcome_in_French,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,top_notch_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,sympathy_of_restaurant_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,super_service_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_help_immediately_with_adapter,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_drive_me_to_airport,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_request_adapter,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,can_request_socket,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,efficient_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,cordial_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,quiet_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,top_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,constructive_attitude_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_explain,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_do_everything_to_compensate_inconvenience,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_prepare_a_lot,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_prepare_pool,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_prepare_play_room,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_prepare_roof_garden,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_communicate_well_French,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,willing_to_help_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,warm_welcome_in_French,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,perfect_welcome_at4am_arrival,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,staff_alway_smile,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,willingness_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_staff_email_to_ask_arriving_time,NOT_CONTRARY,warm_service_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_perfect_staff,NOT_CONTRARY,helpful_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_perfect_staff,NOT_CONTRARY,easy_to_communicate_with,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_perfect_staff,NOT_CONTRARY,nice_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_perfect_staff,NOT_CONTRARY,great_staff,No,UNIQUE
staff,Contrary(P)Body(P),no_evident_not_perfect_staff,NOT_CONTRARY,lovely_staff,No,UNIQUE
